kew_id,taxon_name_Stace,LIST,TAXONCITED,ACCEPTEDNAME,RK,2N/N,chromosome_count_2n,notes,unambiguous_match,matched_by_cit.,matched_by_acc.,match_to_subsp_etc.
461562-1,Thymus pulegioides,Thymus pulegioides L.,Thymus pulegioides ssp. pulegioides ,Thymus pulegioides ssp. pulegioides ,36,2n=28,28,,y,y,y,y
30066276-2,Thymus serpyllum,Thymus serpyllum L.,Thymus serpyllum ssp. serpyllum ,Thymus serpyllum ssp. serpyllum ,36,2n=24,24,,y,y,y,y
30066276-2,Thymus serpyllum,Thymus serpyllum L.,Thymus serpyllum ssp. serpyllum ,Thymus serpyllum ssp. serpyllum ,36,2n=24,24,,y,y,y,y
835277-1,Tilia cordata,Tilia cordata Mill.,Tilia cordata Mill.,Tilia cordata Mill.,34,2n=82-86,,82-86,y,y,y,n
835277-1,Tilia cordata,Tilia cordata Mill.,Tilia cordata Mill.,Tilia cordata Mill.,34,2n=82-86,,82-86,y,y,y,n
835277-1,Tilia cordata,Tilia cordata Mill.,Tilia cordata Mill.,Tilia cordata Mill.,34,2n=82-86,,82-86,y,y,y,n
835277-1,Tilia cordata,Tilia cordata Mill.,Tilia cordata Mill.,Tilia cordata Mill.,34,2n=82-86,,82-86,y,y,y,n
835277-1,Tilia cordata,Tilia cordata Mill.,Tilia cordata Mill.,Tilia cordata Mill.,34,2n=82-86,,82-86,y,y,y,n
835277-1,Tilia cordata,Tilia cordata Mill.,Tilia cordata Mill.,Tilia cordata Mill.,34,2n=82-86,,82-86,y,y,y,n
542298-1,Tofieldia pusilla,Tofieldia pusilla (Michx.) Pers.,Tofieldia pusilla (Michx.) Pers.,Tofieldia pusilla (Michx.) Pers.,34,2n=30,30,,y,y,y,n
542298-1,Tofieldia pusilla,Tofieldia pusilla (Michx.) Pers.,Tofieldia pusilla (Michx.) Pers.,Tofieldia pusilla (Michx.) Pers.,34,2n=30,30,,y,y,y,n
849502-1,Torilis arvensis,Torilis arvensis (Huds.) Link,Torilis arvensis (Huds.) Link,Torilis arvensis (Huds.) Link,34,2n=12,12,,y,y,y,n
849533-1,Torilis japonica,Torilis japonica (Houtt.) DC.,Torilis japonica (Houtt.) DC.,Torilis japonica (Houtt.) DC.,34,2n=16,16,,y,y,y,n
849533-1,Torilis japonica,Torilis japonica (Houtt.) DC.,Torilis japonica (Houtt.) DC.,Torilis japonica (Houtt.) DC.,34,2n=16,16,,y,y,y,n
849545-1,Torilis nodosa,Torilis nodosa (L.) Gaertn.,Torilis nodosa (L.) Gaertn.,Torilis nodosa (L.) Gaertn.,34,2n=24,24,,y,y,y,n
849545-1,Torilis nodosa,Torilis nodosa (L.) Gaertn.,Torilis nodosa (L.) Gaertn.,Torilis nodosa (L.) Gaertn.,34,2n=24,24,,y,y,y,n
256109-1,Tragopogon porrifolius,Tragopogon porrifolius L.,Tragopogon porrifolius ssp. porrifolius ,Tragopogon porrifolius ssp. porrifolius ,36,2n=12,12,,y,y,y,y
256112-1,Tragopogon pratensis,Tragopogon pratensis L.,Tragopogon pratensis L.,Tragopogon pratensis L.,34,2n=12,12,,y,y,y,n
256112-1,Tragopogon pratensis,Tragopogon pratensis L.,Tragopogon pratensis ssp. minor (Mill.) Wahlenb.,Tragopogon pratensis ssp. minor (Mill.) Wahlenb.,36,2n=12,12,,n,y,y,y
256112-1,Tragopogon pratensis,Tragopogon pratensis L.,Tragopogon pratensis ssp. minor (Mill.) Wahlenb.,Tragopogon pratensis ssp. minor (Mill.) Wahlenb.,36,2n=12,12,,n,y,y,y
256112-1,Tragopogon pratensis,Tragopogon pratensis L.,Tragopogon pratensis ssp. minor (Mill.) Wahlenb.,Tragopogon pratensis ssp. minor (Mill.) Wahlenb.,36,2n=12,12,,n,y,y,y
256112-1,Tragopogon pratensis,Tragopogon pratensis L.,Tragopogon pratensis ssp. minor (Mill.) Wahlenb.,Tragopogon pratensis ssp. minor (Mill.) Wahlenb.,36,2n=12,12,,n,y,y,y
256112-1,Tragopogon pratensis,Tragopogon pratensis L.,Tragopogon pratensis ssp. minor (Mill.) Wahlenb.,Tragopogon pratensis ssp. minor (Mill.) Wahlenb.,36,2n=12,12,,n,y,y,y
256112-1,Tragopogon pratensis,Tragopogon pratensis L.,Tragopogon pratensis ssp. minor (Mill.) Wahlenb.,Tragopogon pratensis ssp. minor (Mill.) Wahlenb.,36,2n=12,12,,n,y,y,y
256112-1,Tragopogon pratensis,Tragopogon pratensis L.,Tragopogon pratensis ssp. minor (Mill.) Wahlenb.,Tragopogon pratensis ssp. minor (Mill.) Wahlenb.,36,2n=12,12,,n,y,y,y
522881-1,Trifolium arvense,Trifolium arvense L.,Trifolium arvense L.,Trifolium arvense L.,34,2n=14,14,,y,y,y,n
522975-1,Trifolium campestre,Trifolium campestre Schreb.,Trifolium campestre Schreb.,Trifolium campestre Schreb.,34,2n=14,14,,y,y,y,n
523099-1,Trifolium dubium,Trifolium dubium Sibth.,Trifolium dubium Sibth.,Trifolium dubium Sibth.,34,2n=32,32,,y,y,y,n
523154-1,Trifolium fragiferum,Trifolium fragiferum L.,Trifolium fragiferum ssp. fragiferum ,Trifolium fragiferum ssp. fragiferum ,36,2n=16,16,,y,y,y,y
523184-1,Trifolium glomeratum,Trifolium glomeratum L.,Trifolium glomeratum L.,Trifolium glomeratum L.,34,2n=16,16,,y,y,y,n
523237-1,Trifolium incarnatum,Trifolium incarnatum L.,Trifolium incarnatum L.,Trifolium incarnatum L.,34,2n=14,14,,y,y,y,n
523237-1,Trifolium incarnatum,Trifolium incarnatum L.,Trifolium incarnatum ssp. molinerii (Balb. ex Hornem.) Ces.,Trifolium incarnatum ssp. molinerii (Balb. ex Hornem.) Ces.,36,2n=14,14,,n,y,y,y
523361-1,Trifolium medium,Trifolium medium L.,Trifolium medium L.,Trifolium medium L.,34,2n=80,80,,y,y,y,n
523462-1,Trifolium occidentale,Trifolium occidentale Coombe,Trifolium occidentale Coombe,Trifolium occidentale Coombe,34,2n=c.16,,c.16,y,y,y,n
523462-1,Trifolium occidentale,Trifolium occidentale Coombe,Trifolium occidentale Coombe,Trifolium occidentale Coombe,34,2n=16,16,,y,y,y,n
523462-1,Trifolium occidentale,Trifolium occidentale Coombe,Trifolium occidentale Coombe,Trifolium occidentale Coombe,34,2n=16,16,,y,y,y,n
523462-1,Trifolium occidentale,Trifolium occidentale Coombe,Trifolium occidentale Coombe,Trifolium occidentale Coombe,34,2n=16,16,,y,y,y,n
523462-1,Trifolium occidentale,Trifolium occidentale Coombe,Trifolium occidentale Coombe,Trifolium occidentale Coombe,34,2n=16,16,,y,y,y,n
523462-1,Trifolium occidentale,Trifolium occidentale Coombe,Trifolium occidentale Coombe,Trifolium occidentale Coombe,34,2n=16,16,,y,y,y,n
523462-1,Trifolium occidentale,Trifolium occidentale Coombe,Trifolium occidentale Coombe,Trifolium occidentale Coombe,34,2n=16,16,,y,y,y,n
523462-1,Trifolium occidentale,Trifolium occidentale Coombe,Trifolium occidentale Coombe,Trifolium occidentale Coombe,34,2n=16,16,,y,y,y,n
523462-1,Trifolium occidentale,Trifolium occidentale Coombe,Trifolium occidentale Coombe,Trifolium occidentale Coombe,34,2n=16,16,,y,y,y,n
523465-1,Trifolium ochroleucon,Trifolium ochroleucon Huds.,Trifolium ochroleucon Huds.,Trifolium ochroleucon Huds.,34,2n=16,16,,y,y,y,n
523575-1,Trifolium pratense,Trifolium pratense L.,Trifolium pratense L.,Trifolium pratense L.,34,2n=14+0/2s,,14+0/2s,y,y,y,n
523575-1,Trifolium pratense,Trifolium pratense L.,Trifolium pratense L.,Trifolium pratense L.,34,2n=14,14,,y,y,y,n
523626-1,Trifolium repens,Trifolium repens L.,Trifolium repens L.,Trifolium repens L.,34,2n=26-36,,26-36,y,y,y,n
523626-1,Trifolium repens,Trifolium repens L.,Trifolium repens L.,Trifolium repens L.,34,2n=32,32,,y,y,y,n
523626-1,Trifolium repens,Trifolium repens L.,Trifolium repens L.,Trifolium repens L.,34,2n=32,32,,y,y,y,n
523626-1,Trifolium repens,Trifolium repens L.,Trifolium repens L.,Trifolium repens L.,34,2n=32,32,,y,y,y,n
523626-1,Trifolium repens,Trifolium repens L.,Trifolium repens L.,Trifolium repens L.,34,2n=32,32,,y,y,y,n
523626-1,Trifolium repens,Trifolium repens L.,Trifolium repens L.,Trifolium repens L.,34,2n=32,32,,y,y,y,n
523679-1,Trifolium scabrum,Trifolium scabrum L.,Trifolium scabrum L.,Trifolium scabrum L.,34,2n=10,10,,y,y,y,n
523726-1,Trifolium squamosum,Trifolium squamosum L.,Trifolium squamosum L.,Trifolium squamosum L.,34,2n=16,16,,y,y,y,n
523751-1,Trifolium striatum,Trifolium striatum L.,Trifolium striatum L.,Trifolium striatum L.,34,2n=14,14,,y,y,y,n
523761-1,Trifolium subterraneum,Trifolium subterraneum L.,Trifolium subterraneum L.,Trifolium subterraneum L.,34,2n=16,16,,y,y,y,n
523761-1,Trifolium subterraneum,Trifolium subterraneum L.,Trifolium subterraneum L.,Trifolium subterraneum L.,34,2n=16,16,,y,y,y,n
523764-1,Trifolium suffocatum,Trifolium suffocatum L.,Trifolium suffocatum L.,Trifolium suffocatum L.,34,2n=16,16,,y,y,y,n
258178-2,Triglochin maritima,Triglochin maritima L.,Triglochin maritima L.,Triglochin maritima L.,34,2n=48,48,,y,y,y,n
258178-2,Triglochin maritima,Triglochin maritima L.,Triglochin maritima L.,Triglochin maritima L.,34,2n=48,48,,y,y,y,n
258178-2,Triglochin maritima,Triglochin maritima L.,Triglochin maritima L.,Triglochin maritima L.,34,2n=48,48,,y,y,y,n
258178-2,Triglochin maritima,Triglochin maritima L.,Triglochin maritima L.,Triglochin maritima L.,34,2n=48,48,,y,y,y,n
603552-1,Triglochin palustris,Triglochin palustris L.,Triglochin palustris L.,Triglochin palustris L.,34,2n=24,24,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18 +0/1s,,18 +0/1s,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18 +0/1s,,18 +0/1s,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18 +0/1s,,18 +0/1s,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18 +0/1s,,18 +0/1s,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18 +0/1s,,18 +0/1s,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18 +0/1s,,18 +0/1s,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18 +0/1s,,18 +0/1s,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18 +0-2s,,18 +0-2s,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=18,18,,y,y,y,n
256500-1,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch. Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,34,2n=36,36,,y,y,y,n
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. salinum (Wallr.) Kay,Tripleurospermum maritimum var. salinum (Wallr.) Kay,37,2n=18 +0/2s,,18 +0/2s,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. maritimum ,Tripleurospermum maritimum var. maritimum ,37,2n=18 +2s,,18 +2s,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum ssp. inodorum var. inodorum ,Tripleurospermum inodorum (L.) Sch.Bip.,37,2n=18,18,,n,y,n,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum ssp. phaeocephalum (Rupr.)Haemet-Ahti ,Tripleurospermum maritimum ssp. phaeocephalum (Rupr.)Haemet-Ahti ,36,2n=18,18,,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. maritimum ,Tripleurospermum maritimum var. maritimum ,37,2n=18,18,,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. maritimum ,Tripleurospermum maritimum var. maritimum ,37,2n=18,18,,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. maritimum ,Tripleurospermum maritimum var. maritimum ,37,2n=18,18,,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. maritimum ,Tripleurospermum maritimum var. maritimum ,37,2n=18,18,,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. maritimum ,Tripleurospermum maritimum var. maritimum ,37,2n=18,18,,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. maritimum ,Tripleurospermum maritimum var. maritimum ,37,2n=18,18,,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. maritimum ,Tripleurospermum maritimum var. maritimum ,37,2n=18,18,,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. maritimum ,Tripleurospermum maritimum var. maritimum ,37,2n=18,18,,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. maritimum ,Tripleurospermum maritimum var. maritimum ,37,2n=18,18,,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. maritimum ,Tripleurospermum maritimum var. maritimum ,37,2n=18,18,,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. maritimum ,Tripleurospermum maritimum var. maritimum ,37,2n=18,18,,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. maritimum ,Tripleurospermum maritimum var. maritimum ,37,2n=18,18,,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. maritimum ,Tripleurospermum maritimum var. maritimum ,37,2n=18,18,,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. maritimum ,Tripleurospermum maritimum var. maritimum ,37,2n=18,18,,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. maritimum ,Tripleurospermum maritimum var. maritimum ,37,2n=18,18,,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. maritimum ,Tripleurospermum maritimum var. maritimum ,37,2n=18,18,,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. maritimum ,Tripleurospermum maritimum var. maritimum ,37,2n=18,18,,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. maritimum ,Tripleurospermum maritimum var. maritimum ,37,2n=18,18,,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. maritimum ,Tripleurospermum maritimum var. maritimum ,37,2n=18,18,,y,y,y,y
256507-1,Tripleurospermum maritimum,Tripleurospermum maritimum (L.) W.D.J. Koch,Tripleurospermum maritimum var. maritimum ,Tripleurospermum maritimum var. maritimum ,37,2n=18,18,,y,y,y,y
