kew_id,taxon_name,cited_name,sporophytic_chromosome_number,notes,unambiguous_match,number_identical_observations,,,,,
324822-2,Rosa spinosissima L.,Rosa spinosissima L.,28,,y,2,,,,,
324822-2,Rosa spinosissima L.,Rosa spinosissima var. rivalis Harrison,28,,n,1,,,,,
734357-1,Rosa stylosa Desv.,Rosa stylosa Desv.,34,,y,1,,,,,
734357-1,Rosa stylosa Desv.,Rosa stylosa Desv.,35,,y,2,,,,,
734357-1,Rosa stylosa Desv.,Rosa stylosa Desv.,37,,y,1,,,,,
734357-1,Rosa stylosa Desv.,Rosa stylosa Desv.,42,,y,1,,,,,
734517-1,Rosa tomentella Léman,Rosa tomentella Léman,35,,y,1,,,,,
734524-1,Rosa tomentosa Sm.,Rosa tomentosa var. richardsoniana (Hesl.-Harr.) Hesl-Harr.,35,,n,1,,,,,
60473701-2,Rosa vosagiaca (N.H.F.Desp.) Déségl.,Rosa afzeliana Fr.,35,,n,1,,,,,
60473701-2,Rosa vosagiaca (N.H.F.Desp.) Déségl.,Rosa afzeliana Fr.,36,,n,1,,,,,
60473701-2,Rosa vosagiaca (N.H.F.Desp.) Déségl.,Rosa afzeliana Fr.,37,,n,1,,,,,
60473701-2,Rosa vosagiaca (N.H.F.Desp.) Déségl.,Rosa reuteri Godet,35,,n,1,,,,,
60473701-2,Rosa vosagiaca (N.H.F.Desp.) Déségl.,Rosa stephanocarpa Déségl. & Ripart,35,,n,1,,,,,
60473701-2,Rosa vosagiaca (N.H.F.Desp.) Déségl.,Rosa subcristata Baker,35,,n,1,,,,,
60473701-2,Rosa vosagiaca (N.H.F.Desp.) Déségl.,Rosa venosa Sw. ex Spreng.,35,,n,1,,,,,
735202-1,Rubus armeniacus Focke,"Rubus procerus auct.Br., non P.J.Müll. ex Boulay",28,,n,1,,,,,
735202-1,Rubus armeniacus Focke,"Rubus procerus auct.Br., non P.J.Müll. ex Boulay",49,,n,1,,,,,
735470-1,Rubus boraeanus Genev.,Rubus boraeanus Genev.,28,,y,2,,,,,
735608-1,Rubus caesius L.,Rubus caesius L.,28,,y,5,,,,,
735608-1,Rubus caesius L.,Rubus caesius L.,35,,y,2,,,,,
735608-1,Rubus caesius L.,Rubus caesius var. arvalis Rchb.,28,,n,2,,,,,
735641-1,Rubus calvatus Lees ex A.Bloxam,Rubus calvatus Lees ex A.Bloxam,28,,y,1,,,,,
735694-1,Rubus cardiophyllus Lefèvre & P.J.Müll.,Rubus cardiophyllus Lefèvre & P.J.Müll.,28,,y,3,,,,,
735780-1,Rubus chamaemorus L.,Rubus chamaemorus L.,56,,y,3,,,,,
736795-1,Rubus fissus Lindl.,Rubus fissus Lindl.,28,,y,1,,,,,
298089-2,Rubus idaeus L.,Rubus idaeus L.,14,,y,23,,,,,
298089-2,Rubus idaeus L.,Rubus idaeus L.,21,,y,1,,,,,
298089-2,Rubus idaeus L.,Rubus idaeus L.,28,,y,2,,,,,
737860-1,Rubus laciniatus Willd.,Rubus laciniatus Willd.,28,,y,3,,,,,
738062-1,Rubus leyanus W.M.Rogers,Rubus leyanus W.M.Rogers,28,,y,1,,,,,
738080-1,Rubus lindleianus Lees,"Rubus leucostachys auct.1, non Schleich. ex Sm.",28,,n,1,,,,,
738080-1,Rubus lindleianus Lees,Rubus lindleianus Lees,28,,y,2,,,,,
738594-1,Rubus nemoralis P.J.Müll.,Rubus nemoralis P.J.Müll.,28,,y,4,,,,,
738594-1,Rubus nemoralis P.J.Müll.,Rubus selmeri Lindeb.,28,,n,1,,,,,
739210-1,Rubus plicatus Weihe & Nees,Rubus plicatus Weihe & Nees,28,,y,2,,,,,
739244-1,Rubus polyanthemus Lindeb.,Rubus polyanthemus Lindeb.,28,,y,10,,,,,
739634-1,Rubus radula Weihe ex Boenn.,Rubus radula Weihe ex Boenn.,28,,y,4,,,,,
739634-1,Rubus radula Weihe ex Boenn.,Rubus radula var. microphyllus Lindeb.,28,,n,1,,,,,
739981-1,Rubus saxatilis L.,Rubus saxatilis L.,28,,y,1,,,,,
740058-1,Rubus scissus W.C.R.Watson,Rubus scissus fm. acicularis Aresch. sensu Lond.Cat.#11,28,,n,1,,,,,
740482-1,Rubus sprengelii Weihe,Rubus sprengelii Weihe,28,,y,3,,,,,
740961-1,Rubus tuberculatus Bab.,"Rubus myriacanthus sensu W.C.R.Watson, non Focke",35,,n,2,,,,,
740982-1,Rubus ulmifolius Schott,Rubus rusticanus Mercier,14,,n,2,,,,,
740982-1,Rubus ulmifolius Schott,Rubus rusticanus var. albus M.B.Crane,14,,n,1,,,,,
740982-1,Rubus ulmifolius Schott,Rubus rusticanus var. inermis Willd.,14,,n,1,,,,,
740982-1,Rubus ulmifolius Schott,Rubus ulmifolius Schott,14,,y,5,,,,,
740982-1,Rubus ulmifolius Schott,Rubus ulmifolius subsp. heteromorphus (Ripart ex Genev.) Sudre,28,,n,1,,,,,
332105-2,Rumex acetosa L.,Rumex acetosa L.,15,,y,3,,,,,
224391-2,Rumex acetosella L.,Rumex acetosella L.,28,,y,1,,,,,
224391-2,Rumex acetosella L.,Rumex acetosella L.,42,,y,3,,,,,
224413-2,Rumex crispus L.,Rumex crispus L.,60,,y,5,,,,,
697202-1,Rumex hydrolapathum Huds.,Rumex hydrolapathum Huds.,130,,y,1,,,,,
697266-1,Rumex longifolius DC.,Rumex longifolius DC.,60,,y,1,,,,,
300184-2,Rumex maritimus L.,Rumex maritimus L.,40,,y,1,,,,,
310739-2,Rumex obtusifolius L.,Rumex obtusifolius L.,40,,y,3,,,,,
310739-2,Rumex obtusifolius L.,Rumex obtusifolius subsp. transiens (Simonk.) Rech.f.,40,,n,1,,,,,
310739-2,Rumex obtusifolius L.,Rumex obtusifolius var. obtusifolius ,40,,n,1,,,,,
697375-1,Rumex palustris Sm.,Rumex palustris Sm.,60,,y,1,,,,,
310740-2,Rumex sanguineus L.,Rumex sanguineus L.,20,,y,1,,,,,
310740-2,Rumex sanguineus L.,Rumex sanguineus var. viridis Sibth.,20,,n,2,,,,,
224565-2,Ruppia maritima L.,Ruppia maritima L.,20,,y,1,,,,,
364235-1,Ruschia caroli (L.Bolus) Schwantes,Ruschia caroli (L.Bolus) Schwantes,18,,y,1,,,,,
540443-1,Ruscus aculeatus L.,Ruscus aculeatus L.,,c.40,y,1,,,,,
540443-1,Ruscus aculeatus L.,Ruscus aculeatus L.,40,,y,2,,,,,
77137578-1,Sabulina rubella (Wahlenb.) Dillenb. & Kadereit,Minuartia rubella (Wahlenb.) Hiern,24,,n,1,,,,,
1093969-2,Sabulina stricta (Sw.) Rchb.,Minuartia stricta (Sw.) Hiern,22,,n,1,,,,,
1093969-2,Sabulina stricta (Sw.) Rchb.,Minuartia stricta (Sw.) Hiern,30,,n,1,,,,,
156395-1,Sabulina tenuifolia (L.) Rchb.,"Minuartia tenuifolia (L.) Hiern, non Nees ex Mart.",46,,n,1,,,,,
156398-1,Sabulina verna (L.) Rchb.,Minuartia verna (L.) Hiern,24,,n,1,,,,,
156398-1,Sabulina verna (L.) Rchb.,Minuartia verna subsp. verna ,24,,n,6,,,,,
156398-1,Sabulina verna (L.) Rchb.,Minuartia verna var. gerardii Willd.,24,,n,1,,,,,
156411-1,Sagina apetala Ard.,Sagina apetala Ard.,12,,y,1,,,,,
156411-1,Sagina apetala Ard.,Sagina ciliata Fr.,12,,n,1,,,,,
156411-1,Sagina apetala Ard.,Sagina ciliata var. filicaulis (Jord.) ...,12,,n,1,,,,,
156411-1,Sagina apetala Ard.,Sagina ciliata var. reuteri (Boiss.) ...,12,,n,1,,,,,
156478-1,Sagina maritima Don,Sagina maritima Don,28,,y,1,,,,,
156490-1,Sagina nivalis (Lindblom) Fr.,Sagina intermedia Fenzl,84,,n,1,,,,,
156490-1,Sagina nivalis (Lindblom) Fr.,Sagina intermedia Fenzl,88,,n,1,,,,,
156491-1,Sagina nodosa (L.) Fenzl,Sagina nodosa (L.) Fenzl,56,,y,2,,,,,
302082-2,Sagina procumbens L.,Sagina apetala var. setacea S.Gibson,22,,n,1,,,,,
302082-2,Sagina procumbens L.,Sagina boydii F.B.White,22,,n,1,,,,,
302082-2,Sagina procumbens L.,Sagina procumbens L.,22,,y,4,,,,,
156521-1,Sagina saginoides (L.) H.Karst.,Sagina saginoides subsp. saginoides ,22,,n,1,,,,,
156528-1,Sagina subulata (Sw.) C.Presl,Sagina subulata (Sw.) C.Presl,22,,y,2,,,,,
166511-1,Salicornia disarticulata Moss,Salicornia disarticulata Moss,,16?,y,1,,,,,
166511-1,Salicornia disarticulata Moss,"Salicornia pusilla auct.Br., non (Hook.f.) J.Woods ex E.S.Marshall",18,,n,1,,,,,
166513-1,Salicornia dolichostachya Moss,Salicornia dolichostachya Moss,36,,y,6,,,,,
166513-1,Salicornia dolichostachya Moss,Salicornia dolichostachya Moss,,c.36,y,1,,,,,
166518-1,Salicornia emericii Duval-Jouve,Salicornia nitens P.W.Ball & Tutin,36,,n,2,,,,,
166520-1,Salicornia europaea L.,Salicornia europaea L.,18,,y,4,,,,,
166520-1,Salicornia europaea L.,Salicornia europaea L.,,c.36,y,5,,,,,
166520-1,Salicornia europaea L.,Salicornia ramosissima Woods,18,,n,16,,,,,
166520-1,Salicornia europaea L.,Salicornia ramosissima Woods,36,,n,1,,,,,
166528-1,Salicornia fragilis P.W.Ball & Tutin,Salicornia fragilis P.W.Ball & Tutin,36,,y,2,,,,,
166566-1,Salicornia obscura P.W.Ball & Tutin,Salicornia obscura P.W.Ball & Tutin,18, ,y,5,,,,,
166583-1,Salicornia procumbens Sm.,"Salicornia herbacea auct., non (L.) L.",,36 +2ff,n,1,,,,,
166583-1,Salicornia procumbens Sm.,Salicornia lutescens P.W.Ball & Tutin,36,,n,3,,,,,
166583-1,Salicornia procumbens Sm.,"Salicornia stricta auct., non Dumort.",36,,n,1,,,,,
776951-1,Salix acutifolia Willd.,Salix acutifolia Willd.,38,,y,1,,,,,
776974-1,Salix alba L.,Salix alba L.,76,,y,3,,,,,
776974-1,Salix alba L.,Salix alba var. caerulea (Sm.) Dumort.,76,,n,2,,,,,
777119-1,Salix aurita L.,Salix aurita L.,38,,y,1,,,,,
777119-1,Salix aurita L.,Salix aurita L.,76,,y,4,,,,,
303599-2,Salix caprea L.,Salix caprea L.,38,,y,7,,,,,
303599-2,Salix caprea L.,Salix caprea L.,76,,y,1,,,,,
301107-2,Salix cinerea L.,Salix atrocinerea Brot.,76,,n,2,,,,,
301107-2,Salix cinerea L.,Salix cinerea L.,76,,y,3,,,,,
777425-1,Salix daphnoides Vill.,Salix daphnoides Vill.,38,,y,1,,,,,
777425-1,Salix daphnoides Vill.,Salix daphnoides Vill.,57,,y,1,,,,,
302928-2,Salix herbacea L.,Salix herbacea L.,38,,y,3,,,,,
304306-2,Salix lanata L.,Salix lanata L.,38,,y,2,,,,,
777998-1,Salix lapponum L.,Salix lapponum L.,38,,y,2,,,,,
777998-1,Salix lapponum L.,Salix lapponum L.,76,,y,1,,,,,
778243-1,Salix myrsinifolia Salisb.,Salix andersoniana Sm.,114,,n,2,,,,,
300580-2,Salix myrsinites L.,Salix myrsinites L.,38,,y,2,,,,,
300580-2,Salix myrsinites L.,Salix myrsinites L.,190,,y,1,,,,,
312506-2,Salix pentandra L.,Salix pentandra L.,76,,y,2,,,,,
312506-2,Salix pentandra L.,Salix pentandra var. angustifolia Koch,76,,n,1,,,,,
300880-2,Salix phylicifolia L.,Salix phylicifolia L.,88,,y,2,,,,,
301321-2,Salix purpurea L.,Salix purpurea L.,38,,y,3,,,,,
305835-2,Salix repens L.,Salix repens L.,38,,y,3,,,,,
302929-2,Salix triandra L.,Salix triandra L.,38,,y,2,,,,,
302929-2,Salix triandra L.,Salix triandra L.,44,,y,1,,,,,
302929-2,Salix triandra L.,Salix triandra L.,88,,y,1,,,,,
779152-1,Salix viminalis L.,Salix viminalis L.,38,,y,3,,,,,
303401-2,Salsola kali L.,Salsola kali L.,36,,y,1,,,,,
457495-1,Salvia verbenaca L.,Salvia horminoides Pourr.,54,,n,4,,,,,
149315-1,Sambucus ebulus L.,Sambucus ebulus L.,36,,y,1,,,,,
30122169-2,Sambucus nigra L.,Sambucus nigra L.,36,,y,2,,,,,
30021527-2,Samolus valerandi L.,Samolus valerandi L.,26,,y,2,,,,,
741402-1,Sanguisorba officinalis L.,Sanguisorba officinalis L.,28,,y,2,,,,,
741402-1,Sanguisorba officinalis L.,Sanguisorba officinalis L.,56,,y,3,,,,,
847832-1,Sanicula europaea L.,Sanicula europaea L.,16,,y,4,,,,,
156627-1,Saponaria officinalis L.,Saponaria officinalis L.,28,,y,2,,,,,
227697-2,Sarcocornia perennis (Mill.) A.J.Scott,Salicornia perennis Mill.,18,,n,1,,,,,
227697-2,Sarcocornia perennis (Mill.) A.J.Scott,Salicornia perennis var. radicans (Sm.) Moss & Salisb.,18,,n,1,,,,,
242074-1,Saussurea alpina (L.) DC.,Saussurea alpina (L.) DC.,52,,y,1,,,,,
242074-1,Saussurea alpina (L.) DC.,Saussurea alpina (L.) DC.,54,,y,1,,,,,
793159-1,Saxifraga aizoides L.,Saxifraga aizoides L.,26,,y,4,,,,,
228334-2,Saxifraga cespitosa L.,Saxifraga cespitosa L.,78,,y,2,,,,,
793511-1,Saxifraga cuneifolia L.,Saxifraga cuneifolia L.,28,,y,1,,,,,
793749-1,Saxifraga granulata L.,Saxifraga granulata 'Flore Pleno' ,,47-50,n,1,,,,,
793749-1,Saxifraga granulata L.,Saxifraga granulata L.,,49-50,y,1,,,,,
793749-1,Saxifraga granulata L.,Saxifraga granulata L.,,c.32,y,1,,,,,
793813-1,Saxifraga hirsuta L.,Saxifraga hirsuta L.,28,,y,2,,,,,
793841-1,Saxifraga hypnoides L.,Saxifraga hypnoides L.,,c.30,y,1,,,,,
793841-1,Saxifraga hypnoides L.,Saxifraga hypnoides L.,,c.48,y,1,,,,,
793841-1,Saxifraga hypnoides L.,Saxifraga hypnoides L.,,c.48 (40-50),y,1,,,,,
793841-1,Saxifraga hypnoides L.,Saxifraga hypnoides L.,,c.64,y,1,,,,,
793841-1,Saxifraga hypnoides L.,Saxifraga hypnoides L.,26,,y,43,,,,,
793841-1,Saxifraga hypnoides L.,Saxifraga hypnoides L.,39,,y,1,,,,,
793841-1,Saxifraga hypnoides L.,Saxifraga hypnoides L.,52,,y,40,,,,,
30041728-2,Saxifraga oppositifolia L.,Saxifraga oppositifolia L.,26,,y,4,,,,,
794445-1,Saxifraga rosacea Moench,Saxifraga hartii D.A.Webb,,c.50,n,1,,,,,
794445-1,Saxifraga rosacea Moench,Saxifraga hartii D.A.Webb,50,,n,1,,,,,
794445-1,Saxifraga rosacea Moench,Saxifraga rosacea Moench,,c.32,y,1,,,,,
794445-1,Saxifraga rosacea Moench,Saxifraga rosacea Moench,,c.48,y,1,,,,,
794445-1,Saxifraga rosacea Moench,Saxifraga rosacea Moench,,c.64,y,3,,,,,
794445-1,Saxifraga rosacea Moench,Saxifraga rosacea subsp. hartii (D.A.Webb) D.A.Webb,52,,n,1,,,,,
794445-1,Saxifraga rosacea Moench,Saxifraga rosacea subsp. rosacea ,52,,n,13,,,,,
794553-1,Saxifraga spathularis Brot.,Saxifraga spathularis Brot.,28,,y,2,,,,,
794683-1,Saxifraga umbrosa L.,Saxifraga umbrosa L.,28,,y,1,,,,,
319793-1,Scabiosa columbaria L.,Scabiosa columbaria L.,16,,y,2,,,,,
1190051-2,Schedonorus arundinaceus (Schreb.) Dumort.,Festuca arundinacea Schreb.,,c.42,n,1,,,,,
1190051-2,Schedonorus arundinaceus (Schreb.) Dumort.,Festuca elatior var. arundinacea ,42,,n,1,,,,,
1002646-1,Schedonorus giganteus (L.) Holub,Festuca gigantea (L.) Vill.,42,,n,1,,,,,
1203520-2,Schedonorus pratensis (Huds.) P.Beauv.,Festuca elatior var. pratensis (Huds.),14,,n,1,,,,,
1203520-2,Schedonorus pratensis (Huds.) P.Beauv.,Festuca pratensis Huds.,,14 +0-4s,n,1,,,,,
1203520-2,Schedonorus pratensis (Huds.) P.Beauv.,Festuca pratensis Huds.,14,,n,51,,,,,
603500-1,Scheuchzeria palustris L.,Scheuchzeria palustris L.,22,,y,1,,,,,
1019164-1,Schoenoplectus tabernaemontani (C.C.Gmel.) Palla,Schoenoplectus tabernaemontani (C.C.Gmel.) Palla,42,,y,1,,,,,
312959-1,Schoenus nigricans L.,Schoenus nigricans L.,,c.44,y,1,,,,,
312959-1,Schoenus nigricans L.,Schoenus nigricans L.,44,,y,2,,,,,
540667-1,Scilla autumnalis L.,Scilla autumnalis L.,,42/44?,y,1,,,,,
540667-1,Scilla autumnalis L.,Scilla autumnalis L.,28,,y,2,,,,,
540667-1,Scilla autumnalis L.,Scilla autumnalis L.,42,,y,4,,,,,
541086-1,Scilla verna Huds.,Scilla verna Huds.,20,,y,1,,,,,
541086-1,Scilla verna Huds.,Scilla verna Huds.,22,,y,1,,,,,
314368-1,Scirpus sylvaticus L.,Scirpus sylvaticus L.,62,,y,1,,,,,
300494-2,Scleranthus annuus L.,Scleranthus annuus L.,44,,y,1,,,,,
302613-2,Scleranthus perennis L.,Scleranthus perennis L.,22,,y,1,,,,,
302613-2,Scleranthus perennis L.,Scleranthus perennis subsp. prostratus P.D.Sell,22,,n,1,,,,,
243218-1,Scorzonera humilis L.,Scorzonera humilis L.,14,,y,1,,,,,
243480-1,Scorzoneroides autumnalis (L.) Moench,Leontodon autumnalis L.,12,,n,37,,,,,
243480-1,Scorzoneroides autumnalis (L.) Moench,Leontodon autumnalis subsp. pratensis (Hornem.) Gremli,12,,n,1,,,,,
243480-1,Scorzoneroides autumnalis (L.) Moench,Leontodon autumnalis var. pratensis (Hornem.) W.D.J.Koch,12,,n,2,,,,,
809039-1,Scrophularia auriculata L.,"Scrophularia aquatica auct., non L.",,c.40,n,1,,,,,
809039-1,Scrophularia auriculata L.,"Scrophularia aquatica auct., non L.",,c.78,n,1,,,,,
809039-1,Scrophularia auriculata L.,"Scrophularia aquatica auct., non L.",78,,n,1,,,,,
809039-1,Scrophularia auriculata L.,"Scrophularia aquatica auct., non L.",80,,n,1,,,,,
30088899-2,Scrophularia nodosa L.,Scrophularia nodosa L.,36,,y,1,,,,,
458280-1,Scutellaria galericulata L.,Scutellaria galericulata L.,30,,y,1,,,,,
458280-1,Scutellaria galericulata L.,Scutellaria galericulata L.,32,,y,1,,,,,
458463-1,Scutellaria minor Huds.,Scutellaria minor Huds.,,c.32,y,1,,,,,
421164-1,Secale cereale L.,Secale cereale L. [cultivated],14,,y,1,,,,,
274996-1,Sedum acre L.,Sedum acre L.,80,,y,1,,,,,
275052-1,Sedum anglicum Huds.,Sedum anglicum Huds.,,120-130,y,1,,,,,
275052-1,Sedum anglicum Huds.,Sedum anglicum Huds.,160,,y,1,,,,,
60452842-2,Selaginella selaginoides (L.) P.Beauv.,Selaginella spinulosa A.Braun,18,,n,1,,,,,
276682-1,Sempervivum tectorum L.,Sempervivum tectorum L.,72,,y,1,,,,,
244300-1,Senecio cambrensis Rosser,Senecio cambrensis Rosser,60,,y,6,,,,,
247694-1,Senecio squalidus L.,Senecio squalidus L.,20,,y,4,,,,,
247845-1,Senecio sylvaticus L.,Senecio sylvaticus L.,40,,y,3,,,,,
248231-1,Senecio viscosus L.,Senecio viscosus L.,40,,y,3,,,,,
248251-1,Senecio vulgaris L.,Senecio vulgaris L.,40,,y,6,,,,,
248251-1,Senecio vulgaris L.,Senecio vulgaris subsp. vulgaris var. hibernicus Syme,40,,n,3,,,,,
248251-1,Senecio vulgaris L.,Senecio vulgaris var. vulgaris ,40,,n,2,,,,,
248861-1,Serratula tinctoria L.,Serratula tinctoria L.,22,,y,3,,,,,
248861-1,Serratula tinctoria L.,Serratula tinctoria var. reducta Rouy,22,,n,1,,,,,
1005554-2,Sesleria caerulea (L.) Ard.,Sesleria albicans Kit. ex Schult.,28,,n,6,,,,,
766342-1,Sherardia arvensis L.,Sherardia arvensis L.,22,,y,1,,,,,
809676-1,Sibthorpia europaea L.,Sibthorpia europaea L.,18,,y,7,,,,,
848813-1,Silaum silaus (L.) Schinz & Thell.,Silaum silaus (L.) Schinz & Thell.,,22 +0-1s,y,1,,,,,
848813-1,Silaum silaus (L.) Schinz & Thell.,Silaus flavescens Bernh.,22,,n,1,,,,,
60452326-2,Silene acaulis (L.) Jacq.,Silene acaulis (L.) Jacq.,24,,y,5,,,,,
157130-1,Silene conica L.,Silene conica L.,20,,y,1,,,,,
157130-1,Silene conica L.,Silene conica L.,24,,y,1,,,,,
157239-1,Silene dioica (L.) Clairv.,Lychnis dioica L.,24,,n,1,,,,,
157239-1,Silene dioica (L.) Clairv.,Melandrium dioicum (L.) Coss. & Germ.,24,,n,1,,,,,
157239-1,Silene dioica (L.) Clairv.,Melandrium dioicum subsp. villosum (Compt.) Baker,24,,n,1,,,,,
157239-1,Silene dioica (L.) Clairv.,Melandrium dioicum subsp. zetlandicum (Compt.) Baker,24,,n,2,,,,,
157239-1,Silene dioica (L.) Clairv.,Melandrium rubrum (Weig.) Garcke,24,,n,1,,,,,
157239-1,Silene dioica (L.) Clairv.,Silene dioica (L.) Clairv.,24,,y,1,,,,,
911444-1,Silene flos-cuculi (L.) Clairv.,Lychnis flos-cuculi L.,24,,n,4,,,,,
332106-2,Silene gallica L.,Silene anglica L.,24,,n,1,,,,,
332106-2,Silene gallica L.,Silene gallica L.,24,,y,1,,,,,
332106-2,Silene gallica L.,Silene quinquevulnera L.,24,,n,1,,,,,
157647-1,Silene latifolia Poir.,Lychnis alba Mill.,24,,n,1,,,,,
157647-1,Silene latifolia Poir.,Silene latifolia Poir.,24,,y,1,,,,,
157647-1,Silene latifolia Poir.,Silene latifolia subsp. alba (Mill.) Greuter & Burdet,24,,n,1,,,,,
304203-2,Silene noctiflora L.,Melandrium noctiflorum (L.) Fr.,24,,n,1,,,,,
304203-2,Silene noctiflora L.,Silene noctiflora L.,24,,y,2,,,,,
157927-1,Silene nutans L.,Silene nutans L.,24,,y,1,,,,,
157927-1,Silene nutans L.,Silene nutans var. dubia (Rohrb.) ...,24,,n,1,,,,,
157927-1,Silene nutans L.,Silene nutans var. salmoniana Hepper,24,,n,1,,,,,
157978-1,Silene otites (L.) Wibel,Silene otites (L.) Wibel,,24 +0/2s,y,1,,,,,
157978-1,Silene otites (L.) Wibel,Silene otites (L.) Wibel,24,,y,1,,,,,
911449-1,Silene suecica (Lodd.) Greuter & Burdet,Viscaria alpina (L.) G.Don,24,,n,1,,,,,
158590-1,Silene uniflora Roth,Silene maritima With.,,24 +0-15s,n,1,,,,,
158590-1,Silene uniflora Roth,Silene maritima With.,,24 +0-4s,n,1,,,,,
158590-1,Silene uniflora Roth,Silene maritima With.,,24 +0-6s,n,1,,,,,
158590-1,Silene uniflora Roth,Silene maritima With.,,24 +0-7s,n,2,,,,,
158590-1,Silene uniflora Roth,Silene maritima With.,,24 +0-8s,n,1,,,,,
158590-1,Silene uniflora Roth,Silene maritima With.,,24 +0-9s,n,1,,,,,
158590-1,Silene uniflora Roth,Silene maritima With.,24,,n,33,,,,,
158590-1,Silene uniflora Roth,Silene vulgaris subsp. maritima (With.) Á.Löve & D.Löve,24,,n,1,,,,,
158652-1,Silene viscaria (L.) Jess,Lychnis viscaria L.,24,,n,2,,,,,
158652-1,Silene viscaria (L.) Jess,Viscaria vulgaris Bernh.,24,,n,1,,,,,
158668-1,Silene vulgaris (Moench) Garcke,Silene cucubalus Wibel,24,,n,1,,,,,
158668-1,Silene vulgaris (Moench) Garcke,Silene vulgaris subsp. vulgaris ,24,,n,1,,,,,
288960-1,Sinapis arvensis L.,Brassica sinapistrum Boiss.,18,,n,1,,,,,
288960-1,Sinapis arvensis L.,Sinapis arvensis L.,18,,y,2,,,,,
848886-1,Sison amomum L.,Sison amomum L.,14,,y,1,,,,,
440950-1,Sisyrinchium bermudiana L.,Sisyrinchium angustifolium Mill.,64,,n,1,,,,,
440950-1,Sisyrinchium bermudiana L.,Sisyrinchium bermudiana L.,88,,y,5,,,,,
440950-1,Sisyrinchium bermudiana L.,Sisyrinchium bermudiana L.,96,,y,1,,,,,
440976-1,Sisyrinchium californicum (Ker Gawl.) W.T.Aiton,Sisyrinchium californicum (Ker Gawl.) W.T.Aiton,34,,y,1,,,,,
849121-1,Smyrnium olusatrum L.,Smyrnium olusatrum L.,22,,y,1,,,,,
285213-2,Solanum dulcamara L.,Solanum dulcamara L.,24,,y,2,,,,,
316947-2,Solanum lycopersicum L.,Solanum lycopersicum L. [cultivated],24,,y,1,,,,,
30048260-2,Solanum nigrum L.,Solanum nigrum subsp. nigrum ,72,,n,2,,,,,
285243-2,Solanum nitidibaccatum Bitter,Solanum nitidibaccatum Bitter,16,,y,1,,,,,
820902-1,Solanum sarrachoides Sendtn.,Solanum sarrachoides Sendtn.,24,,y,1,,,,,
821337-1,Solanum tuberosum L.,Solanum tuberosum L. [cultivated],48,,y,42,,,,,
249947-1,Solidago virgaurea L.,Solidago virgaurea L.,,c.18,y,1,,,,,
249947-1,Solidago virgaurea L.,Solidago virgaurea L.,18,,y,12,,,,,
249947-1,Solidago virgaurea L.,Solidago virgaurea var. cambrica (Huds.) Sm.,18,,n,4,,,,,
250029-1,Sonchus arvensis L.,Sonchus arvensis L.,54,,y,4,,,,,
250029-1,Sonchus arvensis L.,Sonchus arvensis subsp. arvensis var. arvensis ,54,,n,1,,,,,
1003017-2,Sonchus asper (L.) Hill,Sonchus asper (L.) Hill,,c.18,y,1,,,,,
1003017-2,Sonchus asper (L.) Hill,Sonchus asper (L.) Hill,18,,y,7,,,,,
250268-1,Sonchus oleraceus L.,Sonchus oleraceus L.,32,,y,6,,,,,
250281-1,Sonchus palustris L.,Sonchus palustris L.,18,,y,1,,,,,
77096268-1,Sorbus admonitor M.Proctor,Sorbus admonitor M.Proctor,,4x(2n=68),y,1,,,,,
77096268-1,Sorbus admonitor M.Proctor,Sorbus admonitor M.Proctor,,c.68,y,1,,,,,
741617-1,Sorbus anglica Hedl.,Sorbus anglica Hedl.,,4x(2n=68),y,11,,,,,
741617-1,Sorbus anglica Hedl.,Sorbus anglica Hedl.,,c.49-53,y,1,,,,,
741617-1,Sorbus anglica Hedl.,Sorbus anglica Hedl.,,c.68,y,1,,,,,
741617-1,Sorbus anglica Hedl.,Sorbus anglica Hedl.,51,,y,2,,,,,
741617-1,Sorbus anglica Hedl.,Sorbus anglica Hedl.,68,,y,5,,,,,
741629-1,Sorbus aria (L.) Crantz,Sorbus aria (L.) Crantz,,2x(2n=34),y,26,,,,,
741629-1,Sorbus aria (L.) Crantz,Sorbus aria (L.) Crantz,34,,y,1,,,,,
741629-1,Sorbus aria (L.) Crantz,Sorbus aria subsp. aria ,,c.32-34,n,1,,,,,
741629-1,Sorbus aria (L.) Crantz,Sorbus aria subsp. aria ,34,,n,4,,,,,
741629-1,Sorbus aria (L.) Crantz,Sorbus aria var. longifolia Pers.,34,,n,1,,,,,
741634-1,Sorbus arranensis Hedl.,Sorbus arranensis Hedl.,51,,y,1,,,,,
741641-1,Sorbus aucuparia L.,Sorbus aucuparia L.,,2x(2n=34),y,7,,,,,
741641-1,Sorbus aucuparia L.,Sorbus aucuparia L.,34,,y,1,,,,,
741641-1,Sorbus aucuparia L.,Sorbus aucuparia subsp. aucuparia ,34,,n,1,,,,,
741659-1,Sorbus bristoliensis Wilmott,Sorbus bristoliensis Wilmott,,3x(2n=51),y,1,,,,,
741659-1,Sorbus bristoliensis Wilmott,Sorbus bristoliensis Wilmott,51,,y,4,,,,,
77096269-1,Sorbus cambrensis M.Proctor,Sorbus cambrensis M.Proctor,,5x(2n=85),y,3,,,,,
77100850-1,Sorbus cheddarensis L.Houston & Ashley Robertson,Sorbus cheddarensis L.Houston & Ashley Robertson,,3x(2n=51),y,3,,,,,
